Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
7,4294967295,14158,44,compute_position_kernel,compute_position_kernel,static,AI_VECTOR_CORE,1789485640989446.081	,1.600,0,1,0,YES,"""1;1""",INT32;INT32,ND;ND,"""1;1""",INT64;INT32,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1908,0.124,0.117,0.512,0.483,0.003,0.003,0.117,0.111,0.191,0.000
7,4294967295,14159,44,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1789485640991921.970	,1.360,2474.400000,1,0,NO,"""1;""",INT64;DT_BF16,ND;ND,"""1""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803,1446,0.008,0.01,0.319,0.397,0.091,0.113,0.105,0.131,0.211,0.000
7,4294967295,14160,44,aclnnIndexPutImpl_BroadcastToAiCore_BroadcastTo,BroadcastTo,dynamic,AI_VECTOR_CORE,1789485640992377.279	,8.901,453.890000,48,0,NO,"""1,1,1,1;4""",DT_BF16;INT64,ND;ND,"""48,1,6,5120""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.181,620424,0.164,0.023,1.873,0.261,0.103,0.014,1.559,0.217,0.184,0.000
7,4294967295,14161,44,aclnnIndexPutImpl_IndexPutV2_IndexPutV2,IndexPutV2,dynamic,AI_VECTOR_CORE,1789485640992403.260	,171.143,17.099000,48,0,NO,"""48,161,6,5120;48,1,6,5120;2;2;1""",DT_BF16;DT_BF16;INT64;INT64;INT64,NCHW;ND;ND;ND;ND,"""48,161,6,5120""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.159,1136903,0.897,0.068,0.672,0.051,1.615,0.123,1.375,0.105,0.143,0.000
7,4294967295,14162,44,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1789485640992574.443	,1.220,0.107000,1,0,NO,"""1;""",INT64;DT_BF16,ND;ND,"""1""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,1310,0.008,0.011,0.341,0.469,0.103,0.142,0.125,0.172,0.183,0.000
7,4294967295,14163,44,aclnnIndexPutImpl_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1789485640992796.548	,16058.761,220.780000,48,0,NO,"""48,161,24,128,128;5""",DT_BF16;INT64,NCDHW;ND,"""48,161,24,128,128""",DT_BF16,NCDHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15976.183,1380342223,807.174,0.051,5143.303,0.322,6642.383,0.416,6628.128,0.415,0.0,0.000
7,4294967295,14164,44,aclnnIndexPutImpl_BroadcastToAiCore_BroadcastTo,BroadcastTo,dynamic,AI_VECTOR_CORE,1789485641008855.349	,23.300,0.000000,48,0,NO,"""1,1,1,1,1;5""",DT_BF16;INT64,ND;ND,"""48,1,24,128,128""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.769,1794421,1.915,0.092,3.186,0.153,0.129,0.006,15.1,0.727,0.053,0.000
7,4294967295,14165,44,aclnnIndexPutImpl_IndexPutV2_IndexPutV2,IndexPutV2,dynamic,AI_VECTOR_CORE,1789485641008878.689	,2052.361,0.200000,48,0,NO,"""48,161,24,128,128;48,1,24,128,128;2;2;1""",DT_BF16;DT_BF16;INT64;INT64;INT64,NCDHW;ND;ND;ND;ND,"""48,161,24,128,128""",DT_BF16,NCDHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.989,4059831,11.31,0.241,1.699,0.036,14.07,0.299,17.408,0.37,0.013,0.000
7,4294967295,14166,44,aclnnIndexPutImpl_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1789485641010931.070	,16086.442,0.000000,48,0,NO,"""48,161,24,128,128;5""",DT_BF16;INT64,NCDHW;ND,"""48,161,24,128,128""",DT_BF16,NCDHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15989.681,1381508414,807.174,0.05,5141.78,0.322,6745.346,0.422,6544.378,0.409,0.0,0.000
7,4294967295,14171,44,aclnnInplaceCopy_ViewCopyAiCore_ViewCopy,ViewCopy,dynamic,AI_VECTOR_CORE,1789485641027020.152	,8.500,2.808000,48,0,NO,"""1219200;2;2;1;3,1;2;2;1""",INT64;INT64;INT64;INT64;INT64;INT64;INT64;INT64,ND;ND;ND;ND;ND;ND;ND;ND,"""1219200""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.518,390323,0.008,0.002,0.906,0.2,0.33,0.073,0.015,0.003,0.32,0.000
