Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
7,,325502.58500000066,1507812.6540000008,71.5800000000745,1507884.2340000009,325239.88900000905,2158555.25,0,1507812.6540000008,3872.5
