Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
6,4294967295,16568,41,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1789485642576059.298	,52.101,770.690000,23,0,NO,"""1,3072;5120,3072""",DT_BF16;DT_BF16,ND;ND,"""1,5120""",DT_BF16,ND,N/A,49.14,2034385,3.164,0.064,10.543,0.215,7.065,0.144,46.421,0.945,0.376,0.008,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.386
6,4294967295,N/A,N/A,hcom_allReduce__503_125_1,hcom_allReduce_,N/A,COMMUNICATION,1789485642576512.687	,6.781,401.399000,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,4294967295,12014,36,AivKernel,hcom_allReduce_,dynamic,COMMUNICATION,1789485642576512.687	,6.781,0.000000,2,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076,21874,0.016,0.003,2.903,0.478,0.622,0.102,0.53,0.087,0.226,0.000
6,4294967295,16571,41,add_gemma_rms_norm_kernel,add_gemma_rms_norm_kernel,static,AI_VECTOR_CORE,1789485642577459.486	,8.241,939.969000,48,0,YES,"""1,5120;5120;1,5120""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,"""1,5120;1,5120""",DT_BF16;DT_BF16,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.134,357170,0.026,0.006,0.193,0.047,0.102,0.025,0.008,0.002,0.31,0.000
6,4294967295,16572,41,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1789485642578545.148	,277.966,1077.509000,23,0,NO,"""1,5120;17408,5120""",DT_BF16;DT_BF16,ND;ND,"""1,17408""",DT_BF16,ND,N/A,271.196,11227507,15.851,0.058,44.857,0.165,38.778,0.143,268.44,0.99,0.478,0.002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.499
6,4294967295,16573,41,SwiGlu,SwiGlu,dynamic,AI_VECTOR_CORE,1789485642579100.559	,4.700,277.284000,1,0,NO,"""1,17408""",DT_BF16,ND,"""1,8704""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.224,7604,1.112,0.263,1.746,0.413,0.621,0.147,0.199,0.047,0.189,0.000
6,4294967295,16574,41,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1789485642579978.117	,73.001,872.800000,23,0,NO,"""1,8704;5120,8704""",DT_BF16;DT_BF16,ND;ND,"""1,5120""",DT_BF16,ND,N/A,68.661,2842547,8.965,0.131,26.65,0.388,21.478,0.313,65.652,0.956,0.296,0.004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.135
6,4294967295,N/A,N/A,hcom_allReduce__503_126_1,hcom_allReduce_,N/A,COMMUNICATION,1789485642580917.175	,6.681,866.249000,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,4294967295,12018,36,AivKernel,hcom_allReduce_,dynamic,COMMUNICATION,1789485642580917.175	,6.681,0.000000,2,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.113,22007,0.016,0.003,2.812,0.46,0.547,0.09,0.541,0.088,0.223,0.000
6,4294967295,16577,41,add_gemma_rms_norm_kernel,add_gemma_rms_norm_kernel,static,AI_VECTOR_CORE,1789485642582834.174	,4.380,1910.319000,48,0,YES,"""1,5120;5120;1,5120""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,"""1,5120;1,5120""",DT_BF16;DT_BF16,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.883,162658,0.027,0.014,1.755,0.932,0.052,0.028,0.042,0.023,0.028,0.000
